name,email,industry,message,label,rule_label,ai_label,final_label
Jack Brown,jack.brown288@example.com,consulting,i need a quote for our project,Hot,Cold,Hot,Hot
Hank Garcia,hank.garcia289@example.com,marketing,maybe later still evaluating options,Warm,Cold,Warm,Warm
Charlie Garcia,charlie.garcia290@example.com,finance,im interested but need more details,Warm,Warm,Warm,Warm
Grace Garcia,grace.garcia291@example.com,marketing,im interested but need more details,Warm,Warm,Warm,Warm
Frank Smith,frank.smith292@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Diana Brown,diana.brown293@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Bob Brown,bob.brown294@example.com,education,not looking for services currently,Cold,Warm,Cold,Warm
Hank Williams,hank.williams295@example.com,tech,looking for information about your services,Warm,Warm,Warm,Warm
Frank Smith,frank.smith296@example.com,retail,looking for information about your services,Warm,Warm,Warm,Warm
Frank Johnson,frank.johnson297@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Jones,alice.jones298@example.com,retail,can you share pricing information,Warm,Warm,Warm,Warm
Ivy Johnson,ivy.johnson299@example.com,education,i need a quote for our project,Hot,Warm,Hot,Hot
Charlie Smith,charlie.smith300@example.com,consulting,not looking for services currently,Cold,Warm,Cold,Warm
Bob Miller,bob.miller301@example.com,tech,can you share pricing information,Warm,Warm,Warm,Warm
Frank Garcia,frank.garcia302@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Jack Wilson,jack.wilson303@example.com,retail,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Eve Taylor,eve.taylor304@example.com,retail,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Jack Taylor,jack.taylor305@example.com,tech,im interested but need more details,Warm,Warm,Warm,Warm
Ivy Johnson,ivy.johnson306@example.com,healthcare,just browsing your website,Cold,Cold,Cold,Cold
Charlie Williams,charlie.williams307@example.com,retail,we are ready to purchase now,Hot,Hot,Hot,Hot
Frank Smith,frank.smith308@example.com,finance,can you share pricing information,Warm,Warm,Warm,Warm
Jack Brown,jack.brown309@example.com,finance,can you share pricing information,Warm,Warm,Warm,Warm
Alice Williams,alice.williams310@example.com,retail,i am just curious about your offerings,Cold,Cold,Cold,Cold
Eve Wilson,eve.wilson311@example.com,tech,we are ready to purchase now,Hot,Hot,Hot,Hot
Alice Williams,alice.williams312@example.com,healthcare,we are ready to purchase now,Hot,Hot,Hot,Hot
Jack Taylor,jack.taylor313@example.com,tech,not looking for services currently,Cold,Warm,Cold,Warm
Alice Williams,alice.williams314@example.com,tech,can you share pricing information,Warm,Warm,Warm,Warm
Jack Brown,jack.brown315@example.com,retail,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Jack Johnson,jack.johnson316@example.com,finance,not looking for services currently,Cold,Warm,Cold,Warm
Alice Garcia,alice.garcia317@example.com,finance,i am just curious about your offerings,Cold,Cold,Cold,Cold
Eve Miller,eve.miller318@example.com,healthcare,could you send me a brochure,Warm,Cold,Warm,Warm
Eve Brown,eve.brown319@example.com,tech,could you send me a brochure,Warm,Cold,Warm,Warm
Alice Brown,alice.brown320@example.com,retail,looking for information about your services,Warm,Warm,Warm,Warm
Alice Smith,alice.smith321@example.com,education,please send me the proposal asap,Hot,Hot,Hot,Hot
Diana Smith,diana.smith322@example.com,healthcare,looking to hire your services immediately,Hot,Warm,Hot,Hot
Frank Johnson,frank.johnson323@example.com,education,i need a quote for our project,Hot,Warm,Hot,Hot
Diana Miller,diana.miller324@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Charlie Jones,charlie.jones325@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Frank Brown,frank.brown326@example.com,healthcare,i need a quote for our project,Hot,Cold,Hot,Hot
Jack Brown,jack.brown327@example.com,marketing,im interested but need more details,Warm,Warm,Warm,Warm
Grace Taylor,grace.taylor328@example.com,consulting,i need a quote for our project,Hot,Cold,Hot,Hot
Hank Davis,hank.davis329@example.com,healthcare,looking for information about your services,Warm,Warm,Warm,Warm
Diana Brown,diana.brown330@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Jack Taylor,jack.taylor331@example.com,education,not looking for services currently,Cold,Warm,Cold,Warm
Alice Miller,alice.miller332@example.com,retail,i am just curious about your offerings,Cold,Cold,Cold,Cold
Bob Garcia,bob.garcia333@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Charlie Smith,charlie.smith334@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Grace Miller,grace.miller335@example.com,tech,can you share pricing information,Warm,Warm,Warm,Warm
Hank Smith,hank.smith336@example.com,retail,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Grace Miller,grace.miller337@example.com,marketing,maybe later still evaluating options,Warm,Cold,Warm,Warm
Frank Wilson,frank.wilson338@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Grace Johnson,grace.johnson339@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Jack Garcia,jack.garcia340@example.com,healthcare,just browsing your website,Cold,Cold,Cold,Cold
Charlie Jones,charlie.jones341@example.com,healthcare,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Hank Wilson,hank.wilson342@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Eve Williams,eve.williams343@example.com,finance,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Alice Garcia,alice.garcia344@example.com,tech,i want a demo for enterprise solution,Hot,Hot,Hot,Hot
Alice Smith,alice.smith345@example.com,healthcare,i need a quote for our project,Hot,Cold,Hot,Hot
Diana Garcia,diana.garcia346@example.com,tech,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Ivy Wilson,ivy.wilson347@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Charlie Wilson,charlie.wilson348@example.com,retail,could you send me a brochure,Warm,Cold,Warm,Warm
Frank Jones,frank.jones349@example.com,retail,please send me the proposal asap,Hot,Hot,Hot,Hot
Hank Taylor,hank.taylor350@example.com,consulting,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Eve Wilson,eve.wilson351@example.com,retail,we are ready to purchase now,Hot,Hot,Hot,Hot
Diana Jones,diana.jones352@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Bob Williams,bob.williams353@example.com,finance,can you share pricing information,Warm,Warm,Warm,Warm
Frank Davis,frank.davis354@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Jack Miller,jack.miller355@example.com,tech,i am just curious about your offerings,Cold,Cold,Cold,Cold
Charlie Garcia,charlie.garcia356@example.com,retail,no immediate plans to buy,Cold,Hot,Cold,Hot
Eve Garcia,eve.garcia357@example.com,retail,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Grace Wilson,grace.wilson358@example.com,healthcare,could you send me a brochure,Warm,Cold,Warm,Warm
Frank Davis,frank.davis359@example.com,education,im interested but need more details,Warm,Warm,Warm,Warm
Jack Davis,jack.davis360@example.com,healthcare,i am just curious about your offerings,Cold,Cold,Cold,Cold
Frank Davis,frank.davis361@example.com,consulting,i am just curious about your offerings,Cold,Cold,Cold,Cold
Grace Jones,grace.jones362@example.com,healthcare,no immediate plans to buy,Cold,Hot,Cold,Hot
Grace Miller,grace.miller363@example.com,finance,please send me the proposal asap,Hot,Hot,Hot,Hot
Hank Williams,hank.williams364@example.com,marketing,not looking for services currently,Cold,Warm,Cold,Warm
Jack Garcia,jack.garcia365@example.com,finance,please send me the proposal asap,Hot,Hot,Hot,Hot
Jack Johnson,jack.johnson366@example.com,tech,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Alice Garcia,alice.garcia367@example.com,finance,just browsing your website,Cold,Cold,Cold,Cold
Ivy Miller,ivy.miller368@example.com,marketing,looking to hire your services immediately,Hot,Warm,Hot,Hot
Alice Garcia,alice.garcia369@example.com,education,just browsing your website,Cold,Warm,Cold,Warm
Eve Jones,eve.jones370@example.com,marketing,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Williams,alice.williams371@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Frank Williams,frank.williams372@example.com,retail,no immediate plans to buy,Cold,Hot,Cold,Hot
Eve Johnson,eve.johnson373@example.com,education,we are ready to purchase now,Hot,Hot,Hot,Hot
Ivy Davis,ivy.davis374@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Frank Williams,frank.williams375@example.com,marketing,can you share pricing information,Warm,Warm,Warm,Warm
Bob Johnson,bob.johnson376@example.com,retail,could you send me a brochure,Warm,Cold,Warm,Warm
Hank Johnson,hank.johnson377@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Eve Davis,eve.davis378@example.com,finance,looking for information about your services,Warm,Warm,Warm,Warm
Eve Taylor,eve.taylor379@example.com,tech,not looking for services currently,Cold,Warm,Cold,Warm
Frank Miller,frank.miller380@example.com,education,maybe in the future i will contact you,Cold,Warm,Cold,Warm
Alice Taylor,alice.taylor381@example.com,tech,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Ivy Wilson,ivy.wilson382@example.com,healthcare,no immediate plans to buy,Cold,Hot,Cold,Hot
Charlie Miller,charlie.miller383@example.com,healthcare,no immediate plans to buy,Cold,Hot,Cold,Hot
Frank Miller,frank.miller384@example.com,retail,looking to hire your services immediately,Hot,Warm,Hot,Hot
Bob Brown,bob.brown385@example.com,tech,can you share pricing information,Warm,Warm,Warm,Warm
Eve Miller,eve.miller386@example.com,consulting,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Ivy Jones,ivy.jones387@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Bob Taylor,bob.taylor388@example.com,marketing,we are ready to purchase now,Hot,Hot,Hot,Hot
Frank Brown,frank.brown389@example.com,finance,im interested but need more details,Warm,Warm,Warm,Warm
Alice Garcia,alice.garcia390@example.com,tech,looking to hire your services immediately,Hot,Warm,Hot,Hot
Jack Brown,jack.brown391@example.com,healthcare,looking to hire your services immediately,Hot,Warm,Hot,Hot
Frank Taylor,frank.taylor392@example.com,finance,not looking for services currently,Cold,Warm,Cold,Warm
Alice Miller,alice.miller393@example.com,tech,could you send me a brochure,Warm,Cold,Warm,Warm
Hank Miller,hank.miller394@example.com,retail,maybe later still evaluating options,Warm,Cold,Warm,Warm
Alice Jones,alice.jones395@example.com,consulting,not looking for services currently,Cold,Warm,Cold,Warm
Alice Williams,alice.williams396@example.com,finance,i need a quote for our project,Hot,Cold,Hot,Hot
Hank Jones,hank.jones397@example.com,healthcare,i need a quote for our project,Hot,Cold,Hot,Hot
Alice Wilson,alice.wilson398@example.com,marketing,im interested but need more details,Warm,Warm,Warm,Warm
Hank Smith,hank.smith399@example.com,finance,not looking for services currently,Cold,Warm,Cold,Warm
Grace Miller,grace.miller400@example.com,healthcare,i need a quote for our project,Hot,Cold,Hot,Hot
Eve Jones,eve.jones401@example.com,retail,looking to hire your services immediately,Hot,Warm,Hot,Hot
Jack Johnson,jack.johnson402@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Hank Jones,hank.jones403@example.com,healthcare,im interested but need more details,Warm,Warm,Warm,Warm
Alice Brown,alice.brown404@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Charlie Williams,charlie.williams405@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Ivy Smith,ivy.smith406@example.com,retail,just browsing your website,Cold,Cold,Cold,Cold
Bob Garcia,bob.garcia407@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Bob Johnson,bob.johnson408@example.com,tech,not looking for services currently,Cold,Warm,Cold,Warm
Bob Johnson,bob.johnson409@example.com,tech,maybe later still evaluating options,Warm,Cold,Warm,Warm
Grace Wilson,grace.wilson410@example.com,education,just browsing your website,Cold,Warm,Cold,Warm
Jack Williams,jack.williams411@example.com,marketing,maybe later still evaluating options,Warm,Cold,Warm,Warm
Frank Brown,frank.brown412@example.com,tech,we are ready to purchase now,Hot,Hot,Hot,Hot
Alice Miller,alice.miller413@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Alice Johnson,alice.johnson414@example.com,education,just browsing your website,Cold,Warm,Cold,Warm
Charlie Miller,charlie.miller415@example.com,consulting,looking to hire your services immediately,Hot,Warm,Hot,Hot
Grace Smith,grace.smith416@example.com,finance,i am just curious about your offerings,Cold,Cold,Cold,Cold
Frank Taylor,frank.taylor417@example.com,finance,no immediate plans to buy,Cold,Hot,Cold,Hot
Frank Williams,frank.williams418@example.com,education,can you share pricing information,Warm,Warm,Warm,Warm
Diana Williams,diana.williams419@example.com,consulting,just browsing your website,Cold,Cold,Cold,Cold
Eve Brown,eve.brown420@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Jack Wilson,jack.wilson421@example.com,marketing,i am just curious about your offerings,Cold,Cold,Cold,Cold
Ivy Brown,ivy.brown422@example.com,consulting,maybe later still evaluating options,Warm,Cold,Warm,Warm
Hank Taylor,hank.taylor423@example.com,tech,just browsing your website,Cold,Cold,Cold,Cold
Alice Williams,alice.williams424@example.com,finance,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Hank Williams,hank.williams425@example.com,consulting,no immediate plans to buy,Cold,Hot,Cold,Hot
Grace Brown,grace.brown426@example.com,healthcare,maybe in the future i will contact you,Cold,Cold,Cold,Cold
Alice Brown,alice.brown427@example.com,education,maybe later still evaluating options,Warm,Warm,Warm,Warm
Ivy Brown,ivy.brown428@example.com,consulting,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Ivy Taylor,ivy.taylor429@example.com,consulting,not looking for services currently,Cold,Warm,Cold,Warm
Frank Smith,frank.smith430@example.com,finance,looking to hire your services immediately,Hot,Warm,Hot,Hot
Bob Smith,bob.smith431@example.com,education,i am just curious about your offerings,Cold,Warm,Cold,Warm
Eve Taylor,eve.taylor432@example.com,finance,i need a quote for our project,Hot,Cold,Hot,Hot
Eve Johnson,eve.johnson433@example.com,finance,no immediate plans to buy,Cold,Hot,Cold,Hot
Frank Smith,frank.smith434@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
Jack Brown,jack.brown435@example.com,consulting,maybe later still evaluating options,Warm,Cold,Warm,Warm
Eve Williams,eve.williams436@example.com,tech,no immediate plans to buy,Cold,Hot,Cold,Hot
Charlie Miller,charlie.miller437@example.com,retail,i am just curious about your offerings,Cold,Cold,Cold,Cold
Grace Garcia,grace.garcia438@example.com,healthcare,no immediate plans to buy,Cold,Hot,Cold,Hot
Charlie Williams,charlie.williams439@example.com,education,im interested but need more details,Warm,Warm,Warm,Warm
Grace Jones,grace.jones440@example.com,retail,schedule a meeting to discuss the order,Hot,Hot,Hot,Hot
Charlie Jones,charlie.jones441@example.com,education,maybe later still evaluating options,Warm,Warm,Warm,Warm
Eve Wilson,eve.wilson442@example.com,education,not looking for services currently,Cold,Warm,Cold,Warm
Grace Jones,grace.jones443@example.com,consulting,maybe later still evaluating options,Warm,Cold,Warm,Warm
Ivy Johnson,ivy.johnson444@example.com,marketing,no immediate plans to buy,Cold,Hot,Cold,Hot
